Timestamp,Minutes,Hours,Methane_Volume,Cumulative_Methane_Volume
01/04_11:21,0.0,0.0,0.0,0.0
01/04_11:52,30.3261,0.5054,0.5,0.5
01/04_12:22,60.3261,1.0054,0.1,0.6
01/04_13:52,150.3263,2.5054,0.3,0.9
01/04_15:52,270.3264,4.5054,0.3,1.2
01/04_16:52,330.3267,5.5054,0.3,1.5
01/04_18:52,450.3248,7.5054,0.3,1.8
01/04_20:52,570.3247,9.5054,0.3,2.1
01/04_22:52,690.3281,11.5055,0.3,2.4
02/04_00:52,810.3431,13.5057,0.3,2.7
02/04_02:52,930.3398,15.5057,0.3,3.0
02/04_04:52,1050.3393,17.5057,0.3,3.3
02/04_06:52,1170.3624,19.506,0.2,3.5
02/04_08:52,1290.3175,21.5053,0.2,3.7
02/04_10:54,1412.1374,23.5356,0.2,3.9
02/04_12:54,1532.1448,25.5357,0.2,4.1
02/04_13:24,1562.1448,26.0357,0.2,4.3
02/04_13:54,1592.145,26.5357,0.2,4.5
02/04_14:24,1622.145,27.0358,0.2,4.7
02/04_14:54,1652.1449,27.5357,0.2,4.9
02/04_15:24,1682.1448,28.0357,0.2,5.1
02/04_15:54,1712.1448,28.5357,0.2,5.3
02/04_16:24,1742.145,29.0358,0.1,5.4
02/04_16:54,1772.145,29.5358,0.1,5.5
02/04_17:24,1802.1448,30.0357,0.1,5.6
02/04_17:54,1832.1516,30.5359,0.1,5.7
02/04_19:54,1952.1521,32.5359,0.1,5.8
02/04_21:54,2072.1537,34.5359,0.1,5.9
02/04_23:54,2192.1579,36.536,0.1,6.0
03/04_01:54,2312.158,38.536,0.1,6.1
03/04_03:54,2432.1578,40.536,0.1,6.2
03/04_05:54,2552.1628,42.536,0.1,6.3
03/04_07:54,2672.1647,44.5361,0.1,6.4
03/04_09:54,2792.1648,46.5361,0.1,6.5
03/04_12:54,2972.1736,49.5362,0.2,6.7
03/04_13:54,3032.1734,50.5362,0.2,6.9
03/04_14:24,3062.1744,51.0362,0.0,6.9
03/04_14:54,3092.9331,51.5489,0.0,6.9
03/04_15:26,3124.9789,52.083,0.0,6.9
03/04_16:29,3187.2498,53.1208,0.0,6.9
03/04_17:29,3247.2543,54.1209,0.0,6.9
03/04_18:29,3307.2542,55.1209,0.0,6.9
