Timestamp,Minutes,Hours,Methane_Volume,Cumulative_Methane_Volume
17/04_14:42,0.0,0.0,0.0,0.0
17/04_14:46,3.9993,0.0667,0.0,0.0
17/04_14:47,4.9992,0.0833,0.0,0.0
17/04_14:48,5.9991,0.1,0.0,0.0
17/04_14:49,6.9992,0.1167,0.0,0.0
17/04_14:50,7.9994,0.1333,0.0,0.0
17/04_14:51,8.9994,0.15,0.0,0.0
17/04_14:52,9.9991,0.1667,0.0,0.0
17/04_14:53,10.9994,0.1833,0.0,0.0
17/04_14:54,11.9993,0.2,0.0,0.0
17/04_14:55,12.9992,0.2167,0.0,0.0
17/04_14:56,13.9992,0.2333,0.0,0.0
17/04_14:57,14.999,0.25,0.0,0.0
17/04_14:58,15.999,0.2666,0.0,0.0
17/04_14:58,16.2007,0.27,0.6,0.6
17/04_14:59,17.8196,0.297,0.0,0.6
17/04_15:00,18.8194,0.3137,0.2,0.8
17/04_15:01,19.8193,0.3303,0.1,0.9
17/04_15:02,20.8192,0.347,0.0,0.9
17/04_15:03,21.8192,0.3637,0.2,1.1
17/04_15:04,22.819,0.3803,0.0,1.1
17/04_15:05,23.8189,0.397,0.0,1.1
17/04_15:06,24.8188,0.4136,0.1,1.2
17/04_15:07,25.819,0.4303,0.0,1.2
17/04_15:08,26.8188,0.447,0.0,1.2
17/04_15:09,27.8186,0.4636,0.0,1.2
17/04_15:10,28.8185,0.4803,0.5,1.7
17/04_15:17,35.8182,0.597,0.5,2.2
17/04_16:18,96.8307,1.6138,0.5,2.7
17/04_17:18,156.8295,2.6138,0.4,3.1
17/04_18:18,216.835,3.6139,0.2,3.3
17/04_19:18,276.835,4.6139,0.4,3.7
17/04_20:18,336.8348,5.6139,0.3,4.0
17/04_21:18,396.8349,6.6139,0.2,4.2
17/04_22:18,456.8347,7.6139,0.4,4.6
17/04_23:18,516.8348,8.6139,1.4,6.0
18/04_00:18,576.8386,9.614,1.4,7.4
18/04_01:18,636.8406,10.614,1.1,8.5
18/04_02:18,696.841,11.614,1.2,9.7
18/04_03:18,756.8415,12.614,0.2,9.9
18/04_04:18,816.8415,13.614,0.2,10.1
18/04_05:18,876.8414,14.614,0.3,10.4
18/04_06:18,936.8414,15.614,0.1,10.5
18/04_07:18,996.8416,16.614,0.4,10.9
18/04_08:18,1056.8414,17.614,0.3,11.2
18/04_09:18,1116.8488,18.6141,0.2,11.4
18/04_10:18,1176.8518,19.6142,0.6,12.0
18/04_11:18,1236.8532,20.6142,0.4,12.4
18/04_12:18,1296.854,21.6142,0.5,12.9
18/04_13:18,1356.8545,22.6142,0.4,13.3
18/04_14:18,1416.8552,23.6143,0.2,13.5
18/04_15:18,1476.8559,24.6143,0.4,13.9
18/04_16:18,1536.8562,25.6143,0.3,14.2
18/04_17:18,1596.857,26.6143,0.7,14.9
18/04_18:18,1656.8605,27.6143,0.2,15.1
18/04_19:18,1716.8624,28.6144,0.5,15.6
18/04_20:18,1776.8635,29.6144,0.4,16.0
18/04_21:18,1836.8642,30.6144,0.5,16.5
18/04_22:18,1896.8651,31.6144,0.5,17.0
18/04_23:18,1956.8677,32.6145,0.4,17.4
19/04_00:18,2016.8678,33.6145,0.3,17.7
19/04_01:18,2076.8677,34.6145,0.4,18.1
19/04_02:18,2136.8679,35.6145,0.2,18.3
19/04_03:18,2196.8695,36.6145,0.4,18.7
19/04_04:18,2256.8713,37.6145,0.3,19.0
19/04_05:18,2316.8719,38.6145,0.3,19.3
19/04_06:18,2376.8723,39.6145,0.2,19.5
19/04_07:18,2436.8722,40.6145,0.2,19.7
19/04_08:18,2496.8721,41.6145,0.4,20.1
19/04_09:18,2556.8721,42.6145,0.4,20.5
19/04_10:18,2616.8722,43.6145,0.2,20.7
19/04_11:05,2663.0883,44.3848,0.2,20.9
19/04_11:50,2708.7335,45.1456,0.1,21.0
19/04_12:50,2768.7401,46.1457,0.0,21.0
19/04_13:50,2828.7425,47.1457,0.1,21.1
19/04_14:50,2888.7437,48.1457,0.1,21.2
19/04_15:50,2948.7446,49.1457,0.2,21.4
19/04_16:50,3008.7451,50.1458,0.1,21.5
19/04_17:50,3068.7455,51.1458,0.1,21.6
19/04_18:50,3128.7463,52.1458,0.2,21.8
19/04_19:50,3188.7467,53.1458,0.3,22.1
19/04_20:50,3248.7472,54.1458,0.1,22.2
19/04_21:50,3308.7516,55.1459,0.0,22.2
19/04_22:50,3368.753,56.1459,0.0,22.2
19/04_23:50,3428.7545,57.1459,0.8,23.0
20/04_00:50,3488.7544,58.1459,0.7,23.7
20/04_01:50,3548.7546,59.1459,0.5,24.2
20/04_02:50,3608.7546,60.1459,0.4,24.6
20/04_03:50,3668.7548,61.1459,0.6,25.2
20/04_04:50,3728.7544,62.1459,0.4,25.6
20/04_05:50,3788.7546,63.1459,0.2,25.8
20/04_06:50,3848.7576,64.146,0.1,25.9
20/04_07:50,3908.7596,65.146,0.3,26.2
20/04_08:50,3968.76,66.146,0.3,26.5
20/04_09:50,4028.7604,67.146,0.3,26.8
20/04_10:50,4088.7604,68.146,0.2,27.0
20/04_11:50,4148.7605,69.146,0.2,27.2
20/04_12:50,4208.7605,70.146,0.3,27.5
20/04_13:50,4268.7606,71.146,0.1,27.6
20/04_14:50,4328.7606,72.146,0.1,27.7
20/04_15:50,4388.7688,73.1461,0.2,27.9
20/04_16:50,4448.7727,74.1462,0.3,28.2
20/04_17:50,4508.7744,75.1462,0.3,28.5
20/04_18:50,4568.7754,76.1463,0.2,28.7
20/04_19:50,4628.776,77.1463,0.2,28.9
20/04_20:50,4688.7765,78.1463,0.2,29.1
20/04_21:50,4748.7776,79.1463,0.2,29.3
20/04_22:50,4808.7783,80.1463,0.1,29.4
20/04_23:50,4868.7789,81.1463,0.1,29.5
21/04_00:50,4928.7821,82.1464,0.0,29.5
21/04_01:50,4988.7839,83.1464,0.0,29.5
21/04_02:50,5048.7847,84.1464,0.0,29.5
21/04_03:50,5108.7855,85.1464,0.0,29.5
21/04_04:50,5168.7859,86.1464,0.0,29.5
21/04_05:50,5228.7865,87.1464,0.0,29.5
21/04_06:50,5288.7871,88.1465,0.0,29.5
21/04_07:50,5348.7876,89.1465,0.0,29.5
21/04_08:50,5408.7882,90.1465,0.0,29.5
21/04_09:50,5468.7916,91.1465,0.0,29.5
21/04_10:50,5528.7939,92.1466,0.0,29.5
21/04_11:50,5588.7947,93.1466,0.0,29.5
21/04_12:50,5648.7961,94.1466,0.0,29.5
21/04_13:50,5708.796,95.1466,0.0,29.5
