Timestamp,Minutes,Hours,Methane_Volume,Cumulative_Methane_Volume
01/04_11:14,0.0,0.0,0.0,0.0
01/04_11:15,1.0002,0.0167,0.1,0.1
01/04_11:21,7.4388,0.124,0.3,0.4
01/04_11:52,37.7649,0.6294,0.2,0.6
01/04_12:22,67.7649,1.1294,0.3,0.9
01/04_13:52,157.7651,2.6294,0.3,1.2
01/04_15:52,277.7652,4.6294,0.3,1.5
01/04_16:52,337.7655,5.6294,0.3,1.8
01/04_18:52,457.7636,7.6294,0.3,2.1
01/04_20:52,577.7635,9.6294,0.2,2.3
01/04_22:52,697.7669,11.6294,0.2,2.5
02/04_00:52,817.7819,13.6297,0.2,2.7
02/04_02:52,937.7786,15.6296,0.2,2.9
02/04_04:52,1057.7781,17.6296,0.1,3.0
02/04_06:52,1177.8012,19.63,0.2,3.2
02/04_08:52,1297.7563,21.6293,0.2,3.4
02/04_10:54,1419.5762,23.6596,0.4,3.8
02/04_12:54,1539.5836,25.6597,0.3,4.1
02/04_13:24,1569.5836,26.1597,0.3,4.4
02/04_13:54,1599.5838,26.6597,0.3,4.7
02/04_14:24,1629.5838,27.1597,0.2,4.9
02/04_14:54,1659.5837,27.6597,0.1,5.0
02/04_15:24,1689.5836,28.1597,0.0,5.0
02/04_15:54,1719.5836,28.6597,0.0,5.0
02/04_16:24,1749.5838,29.1597,0.0,5.0
02/04_16:54,1779.5838,29.6597,0.05,5.05
02/04_17:24,1809.5836,30.1597,0.05,5.1
02/04_17:54,1839.5904,30.6598,0.05,5.15
02/04_19:54,1959.5909,32.6598,0.05,5.2
02/04_21:54,2079.5925,34.6599,0.05,5.25
02/04_23:54,2199.5967,36.6599,0.05,5.3
03/04_01:54,2319.5968,38.6599,0.05,5.35
03/04_03:54,2439.5966,40.6599,0.05,5.4
03/04_05:54,2559.6016,42.66,0.05,5.45
03/04_07:54,2679.6035,44.6601,0.2,5.65
03/04_09:54,2799.6036,46.6601,0.3,5.95
03/04_12:54,2979.6124,49.6602,0.2,6.15
03/04_13:54,3039.6122,50.6602,0.1,6.25
03/04_14:24,3069.6132,51.1602,0.0,6.25
03/04_14:54,3100.3719,51.6729,0.0,6.25
03/04_15:26,3132.4177,52.207,0.0,6.25
03/04_16:29,3194.6886,53.2448,0.0,6.25
03/04_17:29,3254.6931,54.2449,0.0,6.25
03/04_18:29,3314.693,55.2449,0.0,6.25
