Timestamp,Minutes,Hours,Methane_Volume,Cumulative_Methane_Volume
03/04_14:37,0.0,0.0,0.0,0.0
03/04_14:45,8.4249,0.1404,0.0,0.0
03/04_14:51,14.5619,0.2427,0.0,0.0
03/04_14:56,19.6074,0.3268,0.0,0.0
03/04_15:29,51.8783,0.8646,0.0,0.0
03/04_16:29,111.8786,1.8646,0.0,0.0
03/04_17:29,171.8831,2.8647,0.0,0.0
03/04_18:29,231.883,3.8647,0.1,0.1
03/04_20:29,351.8831,5.8647,0.1,0.2
03/04_22:29,471.8831,7.8647,0.1,0.3
04/04_00:29,591.8898,9.8648,0.05,0.35
04/04_02:29,711.8898,11.8648,0.1,0.45
04/04_04:29,831.8898,13.8648,0.1,0.55
04/04_06:29,951.8898,15.8648,0.05,0.6
04/04_08:29,1071.8939,17.8649,0.1,0.7
04/04_10:29,1191.8998,19.865,0.1,0.8
04/04_12:29,1311.9002,21.865,0.1,0.9
04/04_14:29,1431.9003,23.865,0.1,1.0
04/04_16:29,1551.9002,25.865,0.1,1.1
04/04_18:29,1671.9187,27.8653,0.05,1.15
04/04_20:29,1791.9215,29.8654,0.1,1.25
04/04_22:29,1911.9228,31.8654,0.1,1.35
05/04_00:29,2031.9178,33.8653,0.1,1.45
05/04_02:29,2151.9188,35.8653,0.1,1.55
05/04_04:29,2271.9218,37.8654,0.1,1.65
05/04_06:29,2391.9224,39.8654,0.1,1.75
05/04_08:29,2511.9224,41.8654,0.0,1.75
05/04_09:29,2571.9221,42.8654,0.0,1.75
05/04_10:37,2640.1985,44.0033,0.0,1.75
05/04_10:38,2641.1985,44.02,0.0,1.75
05/04_10:39,2642.1984,44.0366,0.0,1.75
05/04_10:40,2643.1753,44.0529,0.0,1.75
05/04_11:40,2703.3506,45.0558,0.0,1.75
05/04_12:40,2763.3564,46.0559,0.0,1.75
05/04_14:40,2883.3563,48.0559,0.1,1.85
05/04_16:40,3003.3568,50.0559,0.1,1.95
05/04_18:40,3123.3627,52.056,0.1,2.05
05/04_20:40,3243.3636,54.0561,0.1,2.15
05/04_22:40,3363.3662,56.0561,0.05,2.2
06/04_00:40,3483.3698,58.0562,0.05,2.25
06/04_02:40,3603.3701,60.0562,0.1,2.35
06/04_04:40,3723.37,62.0562,0.05,2.4
06/04_06:40,3843.3753,64.0563,0.0,2.4
06/04_08:40,3963.3773,66.0563,0.0,2.4
06/04_10:40,4083.3773,68.0563,0.05,2.45
06/04_12:40,4203.3853,70.0564,0.05,2.5
06/04_14:40,4323.3855,72.0564,0.05,2.55
06/04_16:40,4443.3882,74.0565,0.1,2.65
06/04_18:40,4563.3888,76.0565,0.05,2.7
06/04_20:40,4683.3889,78.0565,0.05,2.75
06/04_22:40,4803.389,80.0565,0.05,2.8
07/04_00:40,4923.3992,82.0567,0.05,2.85
07/04_02:40,5043.3998,84.0567,0.1,2.95
07/04_04:40,5163.3999,86.0567,0.1,3.05
07/04_06:40,5283.3998,88.0567,0.1,3.15
07/04_08:40,5403.4018,90.0567,0.05,3.2
07/04_10:40,5523.4112,92.0569,0.05,3.25
07/04_12:40,5643.4132,94.0569,0.05,3.3
07/04_14:40,5763.4147,96.0569,0.05,3.35
07/04_16:40,5883.416,98.0569,0.0,3.35
07/04_18:40,6003.4222,100.057,0.05,3.4
07/04_20:40,6123.4235,102.0571,0.0,3.4
07/04_22:40,6243.4246,104.0571,0.02,3.42
08/04_00:40,6363.4417,106.0574,0.02,3.44
08/04_02:40,6483.4429,108.0574,0.01,3.45
08/04_04:40,6603.434,110.0572,0.0,3.45
08/04_06:40,6723.4333,112.0572,0.0,3.45
08/04_08:40,6843.4332,114.0572,0.0,3.45
08/04_10:40,6963.4332,116.0572,0.0,3.45
08/04_12:40,7083.4398,118.0573,0.0,3.45
08/04_14:40,7203.4432,120.0574,0.0,3.45
08/04_16:40,7323.4436,122.0574,0.0,3.45
08/04_18:40,7443.4443,124.0574,0.0,3.45
