Timestamp,Minutes,Hours,Methane_Volume,Cumulative_Methane_Volume
15/04_12:16,0.0,0.0,0.0,0.0
15/04_12:18,2.0004,0.0333,0.3,0.3
15/04_12:19,3.0006,0.05,0.0,0.3
15/04_12:20,4.6856,0.0781,0.0,0.3
15/04_12:21,5.6857,0.0948,0.0,0.3
15/04_12:29,13.021,0.217,0.5,0.8
15/04_13:29,73.021,1.217,0.0,0.8
15/04_14:29,133.0211,2.217,0.5,1.3
15/04_15:29,193.0213,3.217,0.0,1.3
15/04_16:29,253.0212,4.217,0.6,1.9
15/04_17:29,313.0391,5.2173,0.4,2.3
15/04_18:29,373.042,6.2174,0.3,2.6
15/04_19:29,433.046,7.2174,0.0,2.6
15/04_20:29,493.0434,8.2174,0.0,2.6
15/04_21:29,553.0436,9.2174,0.5,3.1
15/04_22:29,613.0435,10.2174,0.0,3.1
15/04_23:29,673.0355,11.2173,0.5,3.6
16/04_00:29,733.0354,12.2173,0.0,3.6
16/04_01:29,793.0356,13.2173,0.0,3.6
16/04_02:29,853.037,14.2173,0.5,4.1
16/04_03:29,913.0386,15.2173,0.0,4.1
16/04_04:29,973.039,16.2173,0.0,4.1
16/04_05:29,1033.0391,17.2173,0.0,4.1
16/04_06:29,1093.039,18.2173,0.0,4.1
16/04_07:29,1153.0391,19.2173,0.0,4.1
16/04_08:29,1213.0393,20.2173,1.0,5.1
16/04_09:29,1273.0392,21.2173,0.9,6.0
16/04_10:26,1330.4216,22.1737,0.9,6.9
16/04_11:26,1390.4268,23.1738,0.8,7.7
16/04_12:26,1450.4329,24.1739,0.8,8.5
16/04_13:26,1510.4325,25.1739,0.8,9.3
16/04_14:26,1570.4328,26.1739,1.4,10.7
16/04_15:26,1630.4326,27.1739,0.0,10.7
16/04_16:26,1690.4326,28.1739,0.0,10.7
16/04_17:26,1750.4327,29.1739,0.5,11.2
16/04_18:26,1810.4388,30.174,0.0,11.2
16/04_19:26,1870.4384,31.174,0.0,11.2
16/04_20:26,1930.4389,32.174,0.0,11.2
16/04_21:26,1990.441,33.174,0.5,11.7
16/04_22:26,2050.4417,34.174,0.4,12.1
16/04_23:26,2110.4542,35.1742,0.3,12.4
17/04_00:26,2170.4541,36.1742,0.3,12.7
17/04_01:26,2230.4543,37.1742,0.5,13.2
17/04_02:26,2290.4542,38.1742,0.0,13.2
17/04_03:26,2350.4542,39.1742,0.5,13.7
17/04_04:26,2410.4542,40.1742,0.5,14.2
17/04_05:26,2470.4533,41.1742,0.2,14.4
17/04_06:26,2530.4521,42.1742,0.9,15.3
17/04_07:26,2590.4515,43.1742,0.2,15.5
17/04_08:26,2650.4516,44.1742,0.9,16.4
17/04_09:26,2710.4514,45.1742,0.8,17.2
17/04_10:29,2773.2913,46.2215,0.0,17.2
17/04_11:29,2833.2914,47.2215,0.0,17.2
17/04_12:29,2893.3124,48.2219,0.0,17.2
17/04_13:29,2953.312,49.2219,0.0,17.2
17/04_13:57,2981.0401,49.684,0.0,17.2
17/04_14:42,3025.7194,50.4287,0.0,17.2
17/04_15:17,3061.5376,51.0256,0.0,17.2
17/04_16:18,3122.55,52.0425,0.5,17.7
17/04_17:18,3182.5488,53.0425,0.2,17.9
17/04_18:18,3242.5543,54.0426,0.2,18.1
17/04_19:18,3302.5543,55.0426,0.0,18.1
17/04_20:18,3362.5542,56.0426,0.0,18.1
17/04_21:18,3422.5542,57.0426,0.0,18.1
17/04_22:18,3482.5541,58.0426,0.0,18.1
17/04_23:18,3542.5541,59.0426,0.0,18.1
18/04_00:18,3602.558,60.0426,0.0,18.1
18/04_01:18,3662.56,61.0427,0.5,18.6
18/04_02:18,3722.5604,62.0427,0.0,18.6
18/04_03:18,3782.5608,63.0427,0.0,18.6
18/04_04:18,3842.5608,64.0427,0.0,18.6
18/04_05:18,3902.5608,65.0427,0.0,18.6
18/04_06:18,3962.5608,66.0427,0.0,18.6
18/04_07:18,4022.5609,67.0427,0.2,18.8
18/04_08:18,4082.5608,68.0427,0.0,18.8
18/04_09:18,4142.5681,69.0428,0.0,18.8
18/04_10:18,4202.5712,70.0429,0.2,19.0
18/04_11:18,4262.5726,71.0429,0.4,19.4
18/04_12:18,4322.5734,72.0429,0.0,19.4
18/04_13:18,4382.5739,73.0429,0.2,19.6
18/04_14:18,4442.5745,74.0429,0.0,19.6
18/04_15:18,4502.5753,75.0429,0.0,19.6
18/04_16:18,4562.5755,76.0429,0.0,19.6
18/04_17:18,4622.5763,77.0429,0.0,19.6
18/04_18:18,4682.5798,78.043,0.1,19.7
18/04_19:18,4742.5818,79.043,0.0,19.7
18/04_20:18,4802.5829,80.043,0.0,19.7
18/04_21:18,4862.5836,81.0431,0.0,19.7
18/04_22:18,4922.5844,82.0431,0.0,19.7
18/04_23:18,4982.5871,83.0431,0.0,19.7
19/04_00:18,5042.5872,84.0431,0.0,19.7
19/04_01:18,5102.587,85.0431,0.0,19.7
19/04_02:18,5162.5872,86.0431,0.0,19.7
19/04_03:18,5222.5888,87.0431,0.4,20.1
19/04_04:18,5282.5906,88.0432,0.3,20.4
19/04_05:18,5342.5913,89.0432,0.4,20.8
19/04_06:18,5402.5917,90.0432,0.2,21.0
19/04_07:18,5462.5916,91.0432,0.5,21.5
19/04_08:18,5522.5914,92.0432,0.5,22.0
19/04_09:18,5582.5915,93.0432,0.5,22.5
19/04_10:18,5642.5915,94.0432,0.5,23.0
19/04_11:05,5688.8076,94.8135,0.1,23.1
19/04_11:50,5734.4529,95.5742,0.1,23.2
19/04_12:50,5794.4595,96.5743,0.0,23.2
19/04_13:50,5854.4618,97.5744,0.1,23.3
19/04_14:50,5914.463,98.5744,0.1,23.4
19/04_15:50,5974.464,99.5744,0.2,23.6
19/04_16:50,6034.4644,100.5744,0.1,23.7
19/04_17:50,6094.4648,101.5744,0.4,24.1
19/04_18:50,6154.4656,102.5744,0.4,24.5
19/04_19:50,6214.4661,103.5744,0.2,24.7
19/04_20:50,6274.4666,104.5744,0.3,25.0
19/04_21:50,6334.471,105.5745,0.3,25.3
19/04_22:50,6394.4723,106.5745,0.3,25.6
19/04_23:50,6454.4738,107.5746,0.3,25.9
20/04_00:50,6514.4737,108.5746,0.3,26.2
20/04_01:50,6574.4739,109.5746,0.0,26.2
20/04_02:50,6634.4739,110.5746,0.0,26.2
20/04_03:50,6694.4742,111.5746,0.0,26.2
20/04_04:50,6754.4737,112.5746,0.0,26.2
20/04_05:50,6814.474,113.5746,0.0,26.2
