Timestamp,Minutes,Hours,Methane_Volume,Cumulative_Methane_Volume
03/04_14:45,0.0,0.0,0.0,0.0
03/04_14:51,6.137,0.1023,0.0,0.0
03/04_14:56,11.1825,0.1864,0.0,0.0
03/04_15:29,43.4534,0.7242,0.0,0.0
03/04_16:29,103.4538,1.7242,0.0,0.0
03/04_17:29,163.4582,2.7243,0.2,0.2
03/04_18:29,223.4582,3.7243,0.2,0.4
03/04_20:29,343.4582,5.7243,0.2,0.6
03/04_22:29,463.4582,7.7243,0.2,0.8
04/04_00:29,583.4649,9.7244,0.2,1.0
04/04_02:29,703.4649,11.7244,0.2,1.2
04/04_04:29,823.465,13.7244,0.2,1.4
04/04_06:29,943.4649,15.7244,0.2,1.6
04/04_08:29,1063.469,17.7245,0.2,1.8
04/04_10:29,1183.4749,19.7246,0.2,2.0
04/04_12:29,1303.4754,21.7246,0.2,2.2
04/04_14:29,1423.4755,23.7246,0.2,2.4
04/04_16:29,1543.4754,25.7246,0.2,2.6
04/04_18:29,1663.4938,27.7249,0.2,2.8
04/04_20:29,1783.4966,29.7249,0.2,3.0
04/04_22:29,1903.4979,31.725,0.2,3.2
05/04_00:29,2023.493,33.7249,0.05,3.25
05/04_02:29,2143.4939,35.7249,0.1,3.35
05/04_04:29,2263.4969,37.7249,0.2,3.55
05/04_06:29,2383.4976,39.725,0.2,3.75
05/04_08:29,2503.4975,41.725,0.2,3.95
05/04_09:29,2563.4972,42.725,0.2,4.15
05/04_10:37,2631.7736,43.8629,0.1,4.25
05/04_10:38,2632.7736,43.8796,0.05,4.3
05/04_10:39,2633.7736,43.8962,0.1,4.4
05/04_10:40,2634.7504,43.9125,0.0,4.4
05/04_11:40,2694.9257,44.9154,0.0,4.4
05/04_12:40,2754.9315,45.9155,0.0,4.4
05/04_14:40,2874.9314,47.9155,0.1,4.5
05/04_16:40,2994.9319,49.9155,0.1,4.6
05/04_18:40,3114.9378,51.9156,0.2,4.8
05/04_20:40,3234.9387,53.9156,0.4,5.2
05/04_22:40,3354.9413,55.9157,0.5,5.7
06/04_00:40,3474.945,57.9157,0.2,5.9
06/04_02:40,3594.9452,59.9158,0.1,6.0
06/04_04:40,3714.9451,61.9158,0.1,6.1
06/04_06:40,3834.9504,63.9158,0.2,6.3
06/04_08:40,3954.9524,65.9159,0.0,6.3
06/04_10:40,4074.9524,67.9159,0.1,6.4
06/04_12:40,4194.9604,69.916,0.2,6.6
06/04_14:40,4314.9606,71.916,0.2,6.8
06/04_16:40,4434.9633,73.9161,0.1,6.9
06/04_18:40,4554.964,75.9161,0.3,7.2
06/04_20:40,4674.9641,77.9161,0.1,7.3
06/04_22:40,4794.9641,79.9161,0.1,7.4
07/04_00:40,4914.9743,81.9162,0.0,7.4
07/04_02:40,5034.9749,83.9162,0.1,7.5
07/04_04:40,5154.975,85.9163,0.2,7.7
07/04_06:40,5274.9749,87.9162,0.2,7.9
07/04_08:40,5394.9769,89.9163,0.1,8.0
07/04_10:40,5514.9863,91.9164,0.2,8.2
07/04_12:40,5634.9883,93.9165,0.2,8.4
07/04_14:40,5754.9898,95.9165,0.1,8.5
07/04_16:40,5874.9911,97.9165,0.1,8.6
07/04_18:40,5994.9974,99.9166,0.0,8.6
07/04_20:40,6114.9986,101.9166,0.1,8.7
07/04_22:40,6234.9998,103.9167,0.2,8.9
08/04_00:40,6355.0168,105.9169,0.0,8.9
08/04_02:40,6475.018,107.917,0.1,9.0
08/04_04:40,6595.0092,109.9168,0.1,9.1
08/04_06:40,6715.0084,111.9168,0.2,9.3
08/04_08:40,6835.0084,113.9168,0.2,9.5
08/04_10:40,6955.0083,115.9168,0.1,9.6
