Timestamp,Minutes,Hours,Methane_Volume,Cumulative_Methane_Volume
01/04_11:11,0.0,0.0,0.0,0.0
01/04_11:12,1.0002,0.0167,0.5,0.5
01/04_11:13,1.8288,0.0305,0.5,1.0
01/04_11:14,2.8286,0.0471,0.5,1.5
01/04_11:15,3.8288,0.0638,0.5,2.0
01/04_11:21,10.2674,0.1711,0.5,2.5
01/04_11:52,40.5936,0.6766,0.0,2.5
01/04_12:22,70.5935,1.1766,0.2,2.7
01/04_13:52,160.5938,2.6766,0.2,2.9
01/04_15:52,280.5938,4.6766,0.2,3.1
01/04_16:52,340.5941,5.6766,0.2,3.3
01/04_18:52,460.5922,7.6765,0.25,3.55
01/04_20:52,580.5921,9.6765,0.25,3.8
01/04_22:52,700.5956,11.6766,0.25,4.05
02/04_00:52,820.6106,13.6768,0.25,4.3
02/04_02:52,940.6072,15.6768,0.25,4.55
02/04_04:52,1060.6068,17.6768,0.25,4.8
02/04_06:52,1180.6299,19.6772,0.25,5.05
02/04_08:52,1300.585,21.6764,0.25,5.3
02/04_10:54,1422.4049,23.7067,0.3,5.6
02/04_12:54,1542.4123,25.7069,0.3,5.9
02/04_13:24,1572.4122,26.2069,0.3,6.2
02/04_13:54,1602.4124,26.7069,0.1,6.3
02/04_14:24,1632.4124,27.2069,0.5,6.8
02/04_14:54,1662.4124,27.7069,0.5,7.3
02/04_15:24,1692.4122,28.2069,0.5,7.8
02/04_15:54,1722.4122,28.7069,0.5,8.3
02/04_16:24,1752.4125,29.2069,0.5,8.8
02/04_16:54,1782.4125,29.7069,0.4,9.2
02/04_17:24,1812.4122,30.2069,0.6,9.8
02/04_17:54,1842.419,30.707,0.1,9.9
02/04_19:54,1962.4195,32.707,0.05,9.95
02/04_21:54,2082.4211,34.707,0.05,10.0
02/04_23:54,2202.4254,36.7071,0.05,10.05
03/04_01:54,2322.4254,38.7071,0.05,10.1
03/04_03:54,2442.4252,40.7071,0.05,10.15
03/04_05:54,2562.4302,42.7072,0.05,10.2
03/04_07:54,2682.4321,44.7072,0.05,10.25
03/04_09:54,2802.4322,46.7072,0.3,10.55
03/04_12:54,2982.4411,49.7074,0.2,10.75
03/04_13:54,3042.4409,50.7073,0.2,10.95
03/04_14:24,3072.4419,51.2074,0.0,10.95
03/04_14:54,3103.2005,51.72,0.0,10.95
03/04_15:26,3135.2464,52.2541,0.0,10.95
03/04_16:29,3197.5173,53.292,0.0,10.95
03/04_17:29,3257.5217,54.292,0.0,10.95
03/04_18:29,3317.5217,55.292,0.0,10.95
