Timestamp,Minutes,Hours,Methane_Volume,Cumulative_Methane_Volume
05/04_11:40,0.0,0.0,0.0,0.0
05/04_12:40,60.0058,1.0001,0.1,0.1
05/04_14:40,180.0058,3.0001,0.2,0.3
05/04_16:40,300.0062,5.0001,0.2,0.5
05/04_18:40,420.0122,7.0002,0.1,0.6
05/04_20:40,540.013,9.0002,0.1,0.7
05/04_22:40,660.0156,11.0003,0.1,0.8
06/04_00:40,780.0193,13.0003,0.1,0.9
06/04_02:40,900.0195,15.0003,0.1,1.0
06/04_04:40,1020.0194,17.0003,0.05,1.05
06/04_06:40,1140.0248,19.0004,0.05,1.1
06/04_08:40,1260.0268,21.0004,0.0,1.1
06/04_10:40,1380.0267,23.0004,0.0,1.1
06/04_12:40,1500.0347,25.0006,0.2,1.3
06/04_14:40,1620.035,27.0006,0.2,1.5
06/04_16:40,1740.0376,29.0006,0.1,1.6
06/04_18:40,1860.0382,31.0006,0.1,1.7
06/04_20:40,1980.0384,33.0006,0.1,1.8
06/04_22:40,2100.0384,35.0006,0.0,1.8
07/04_00:40,2220.0486,37.0008,0.1,1.9
07/04_02:40,2340.0492,39.0008,0.1,2.0
07/04_04:40,2460.0493,41.0008,0.1,2.1
07/04_06:40,2580.0492,43.0008,0.1,2.2
07/04_08:40,2700.0512,45.0009,0.0,2.2
07/04_10:40,2820.0606,47.001,0.1,2.3
07/04_12:40,2940.0626,49.001,0.05,2.35
07/04_14:40,3060.0641,51.0011,0.0,2.35
07/04_16:40,3180.0654,53.0011,0.0,2.35
07/04_18:40,3300.0717,55.0012,0.0,2.35
07/04_20:40,3420.0729,57.0012,0.0,2.35
07/04_22:40,3540.074,59.0012,0.0,2.35
08/04_00:40,3660.0911,61.0015,0.0,2.35
08/04_02:40,3780.0923,63.0015,0.0,2.35
08/04_04:40,3900.0835,65.0014,0.0,2.35
08/04_06:40,4020.0828,67.0014,0.0,2.35
08/04_08:40,4140.0827,69.0014,0.0,2.35
08/04_10:40,4260.0826,71.0014,0.0,2.35
08/04_12:40,4380.0893,73.0015,0.0,2.35
08/04_14:40,4500.0926,75.0015,0.0,2.35
08/04_16:40,4620.093,77.0015,0.0,2.35
08/04_18:40,4740.0938,79.0016,0.0,2.35
08/04_20:40,4860.0938,81.0016,0.0,2.35
08/04_22:40,4980.1046,83.0017,0.0,2.35
08/04_23:40,5040.107,84.0018,0.0,2.35
09/04_00:40,5100.1071,85.0018,0.0,2.35
09/04_01:40,5160.107,86.0018,0.0,2.35
09/04_02:40,5220.1071,87.0018,0.0,2.35
09/04_03:40,5280.1068,88.0018,0.0,2.35
09/04_04:40,5340.1068,89.0018,0.0,2.35
09/04_05:40,5400.107,90.0018,0.0,2.35
09/04_06:40,5460.1098,91.0018,0.0,2.35
09/04_07:40,5520.1136,92.0019,0.0,2.35
09/04_08:40,5580.1149,93.0019,0.0,2.35
09/04_09:40,5640.1151,94.0019,0.0,2.35
09/04_10:40,5700.1152,95.0019,0.0,2.35
09/04_11:19,5739.334,95.6556,0.0,2.35
09/04_12:19,5799.354,96.6559,0.0,2.35
09/04_13:19,5859.3541,97.6559,0.0,2.35
09/04_14:19,5919.354,98.6559,0.0,2.35
09/04_15:19,5979.3522,99.6559,0.0,2.35
09/04_16:19,6039.3468,100.6558,0.0,2.35
09/04_17:19,6099.345,101.6558,0.0,2.35
09/04_18:19,6159.3472,102.6558,0.0,2.35
09/04_19:19,6219.3473,103.6558,0.0,2.35
09/04_20:19,6279.3472,104.6558,0.0,2.35
09/04_21:19,6339.3475,105.6558,0.0,2.35
09/04_22:19,6399.3477,106.6558,0.0,2.35
09/04_23:19,6459.3544,107.6559,0.0,2.35
10/04_00:19,6519.3543,108.6559,0.0,2.35
10/04_01:19,6579.3557,109.6559,0.0,2.35
10/04_02:19,6639.3561,110.6559,0.0,2.35
10/04_03:19,6699.3563,111.6559,0.0,2.35
