Timestamp,Minutes,Hours,Methane_Volume,Cumulative_Methane_Volume
15/04_12:11,0.0,0.0,0.0,0.0
15/04_12:11,0.3114,0.0052,0.0,0.0
15/04_12:12,1.3113,0.0219,0.0,0.0
15/04_12:13,2.3112,0.0385,0.0,0.0
15/04_12:16,5.1281,0.0855,0.0,0.0
15/04_12:18,7.1285,0.1188,0.0,0.0
15/04_12:19,8.1287,0.1355,0.0,0.0
15/04_12:20,9.8138,0.1636,0.0,0.0
15/04_12:21,10.8138,0.1802,0.0,0.0
15/04_12:29,18.1491,0.3025,0.0,0.0
15/04_13:29,78.1492,1.3025,0.7,0.7
15/04_14:29,138.1492,2.3025,0.6,1.3
15/04_15:29,198.1494,3.3025,0.5,1.8
15/04_16:29,258.1493,4.3025,0.3,2.1
15/04_17:29,318.1673,5.3028,0.0,2.1
15/04_18:29,378.1701,6.3028,0.0,2.1
15/04_19:29,438.1742,7.3029,0.3,2.4
15/04_20:29,498.1716,8.3029,0.4,2.8
15/04_21:29,558.1717,9.3029,0.0,2.8
15/04_22:29,618.1716,10.3029,0.2,3.0
15/04_23:29,678.1636,11.3027,0.2,3.2
16/04_00:29,738.1635,12.3027,0.2,3.4
16/04_01:29,798.1637,13.3027,0.1,3.5
16/04_02:29,858.1652,14.3028,0.2,3.7
16/04_03:29,918.1668,15.3028,0.4,4.1
16/04_04:29,978.1671,16.3028,0.8,4.9
16/04_05:29,1038.1672,17.3028,0.0,4.9
16/04_06:29,1098.1672,18.3028,0.9,5.8
16/04_07:29,1158.1672,19.3028,0.2,6.0
16/04_08:29,1218.1674,20.3028,0.5,6.5
16/04_09:29,1278.1673,21.3028,0.1,6.6
16/04_10:26,1335.5498,22.2592,0.0,6.6
16/04_11:26,1395.5549,23.2592,0.0,6.6
16/04_12:26,1455.561,24.2594,0.2,6.8
16/04_13:26,1515.5607,25.2593,0.5,7.3
16/04_14:26,1575.5609,26.2593,0.1,7.4
16/04_15:26,1635.5608,27.2593,0.0,7.4
16/04_16:26,1695.5608,28.2593,0.1,7.5
16/04_17:26,1755.5608,29.2593,0.0,7.5
16/04_18:26,1815.5669,30.2594,0.3,7.8
16/04_19:26,1875.5666,31.2594,0.0,7.8
16/04_20:26,1935.567,32.2595,0.0,7.8
16/04_21:26,1995.5692,33.2595,0.0,7.8
16/04_22:26,2055.5698,34.2595,0.0,7.8
16/04_23:26,2115.5823,35.2597,0.7,8.5
17/04_00:26,2175.5822,36.2597,0.7,9.2
17/04_01:26,2235.5824,37.2597,0.2,9.4
17/04_02:26,2295.5823,38.2597,0.2,9.6
17/04_03:26,2355.5823,39.2597,0.8,10.4
17/04_04:26,2415.5824,40.2597,0.7,11.1
17/04_05:26,2475.5814,41.2597,0.2,11.3
17/04_06:26,2535.5802,42.2597,0.8,12.1
17/04_07:26,2595.5796,43.2597,0.3,12.4
17/04_08:26,2655.5798,44.2597,0.6,13.0
17/04_09:26,2715.5795,45.2597,0.7,13.7
17/04_10:29,2778.4194,46.307,0.6,14.3
17/04_11:29,2838.4195,47.307,0.2,14.5
17/04_12:29,2898.4405,48.3073,0.8,15.3
17/04_13:29,2958.4401,49.3073,0.7,16.0
17/04_13:57,2986.1682,49.7695,0.0,16.0
17/04_14:42,3030.8475,50.5141,0.0,16.0
17/04_15:17,3066.6657,51.1111,0.0,16.0
17/04_16:18,3127.6782,52.128,0.0,16.0
17/04_17:18,3187.677,53.1279,0.2,16.2
17/04_18:18,3247.6825,54.128,0.0,16.2
17/04_19:18,3307.6824,55.128,0.0,16.2
17/04_20:18,3367.6823,56.128,0.0,16.2
17/04_21:18,3427.6824,57.128,1.0,17.2
17/04_22:18,3487.6822,58.128,1.0,18.2
17/04_23:18,3547.6823,59.128,1.2,19.4
18/04_00:18,3607.6861,60.1281,0.7,20.1
18/04_01:18,3667.6881,61.1281,0.7,20.8
18/04_02:18,3727.6885,62.1281,0.7,21.5
18/04_03:18,3787.689,63.1281,0.6,22.1
18/04_04:18,3847.689,64.1281,0.8,22.9
18/04_05:18,3907.6889,65.1281,0.7,23.6
18/04_06:18,3967.6889,66.1281,0.5,24.1
18/04_07:18,4027.689,67.1282,0.4,24.5
18/04_08:18,4087.6889,68.1281,0.5,25.0
18/04_09:18,4147.6962,69.1283,0.6,25.6
